TargetPath,URL,TotalBytes,StartTime,EndTime,MimeType
C:\Users\Ученик-15\Downloads\ббб.jpg,https://www.google.com/search?sca_esv=7a62721d04cc7873&q=%D0%B3%D0%B4%D0%B5+%D0%BD%D0%B0%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%81%D1%8F+%D0%BE%D0%B7%D0%B5%D1%80%D0%BE+%D0%BA%D0%B0%D0%B8%D0%BD%D0%B4%D1%8B&udm=2&fbs=AEQNm0DhFfduyYswudF_i6zW3VGl3vo6d87UUkY8Ax77X5TEy55ck7xDm660t4LZlM3sU6eWpayXZXoBTRH-V7EKkX0HRS-l9M96EbJxZY10IYU-2seYZ890RdViAFWuqSSAIaXOJPhmHn5xc_O0kzy-sp4U_QqWYxrZf6hevcmm54gy9L1CEZaEl3hYTYPXr9Y_S6ozv5CG_c6JDOlT83QXQJWh8Rv9dWf9V9GbjKlMtwrBgHKPhis&sa=X&ved=2ahUKEwjtzovP09aJAxWKHRAIHW9COz0QtKgLegQIEhAB&biw=1366&bih=600&dpr=1#vhid=Dm__gqgdWPYABM&vssid=mosaic,174852,2024-11-12T11:15:15.194062+05:00,2024-11-12T11:15:30.92213+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\Новая папка\moj-dom-moya-rodina.html,https://www.google.com/search?sca_esv=4e0a2782dc01dd0c&q=%D0%BC%D0%BE%D1%8F+%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0&udm=2&fbs=AEQNm0DpvuYEwHLg4ukM13djj3L-RuaY_6pr9WXl7lY_FI4HnBysgQjdnG3WgVtSLMmstsbZYmkFl7liwFRRKelQtHs1Md_mSwm2TRkL__xMgNlRNezYy6t_55MnZg0QWUk6ZZxrLPoGzvfUYYLtV5jTwFJWMedF950M7mJzbvAAPp1rYHtXCl6G5MxFii0dSUR6a1mczLYSpZolFPmWgLW5YiWWrPWzya4sdR2Dhn3f0_zudubwM5E&sa=X&ved=2ahUKEwic1a257N-IAxWUBhAIHRSdNp8QtKgLegQIDxAB&biw=1366&bih=641&dpr=1#vhid=wti-7xWh73SH4M&vssid=mosaic,167091,2024-09-26T05:12:17.03692+05:00,2024-09-26T05:12:21.400029+05:00,text/html
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\pngtree-a-waterfall-in-the-jungle-with-green-leaves-and-water-image_15611057.jpg,https://www.google.com/search?sca_esv=807b745412b14cf8&q=%D0%BA%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8+%D1%81%D0%B2%D1%8F%D0%B7%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5+%D1%81+%D0%B2%D0%BE%D0%B4%D0%BE%D0%B9&uds=AMwkrPu0dWBG8DSyeWEHkbA6bY-4TUD22Pw82dzCXi-KBOH9z6nmITP1z76ABT7fdaHuHh6iG4gzHNtTHTRJpF1d5Oqi6ElTelKxQjqOKcISReqN_YnnELeCK6xcZdapCSuYIWUtdcnkOqki556JSUFQdZZlNpo4kFIP_lwiF-lK606ogJXLQXYfH9QpA8k7669LiwUr5ij72C_Wt6fi-xsxQDqlVrzbij8Jv07zRtbfgErGDBZU7_lCJnCIJUmvuDAWwQRjM8ZT_NUip-b0PWX8-8-kRwAVqoceSiAnQ_RuerOBtTkAaB8j5G2fSml-NqQyrqoqR7NlnQ6gxLTeJwuC74cq0CEwOvzwgvccgn1iteIgKhBgv518gwZJdWVwh_NsXVb3A_We&udm=2&prmd=isvnbmtz&sa=X&ved=2ahUKEwjMq-Cw4bKFAxXcFBAIHfAeCC4QtKgLegQIDRAB&biw=1366&bih=641&dpr=1#vhid=jdIkfC_lxMtDgM&vssid=mosaic,166748,2024-04-08T13:52:09.353947+05:00,2024-04-08T13:55:03.614921+05:00,image/jpeg
C:\Users\Ученик-15\Documents\моя Родина.html,https://www.google.com/search?sca_esv=4e0a2782dc01dd0c&q=%D0%BC%D0%BE%D1%8F+%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0&udm=2&fbs=AEQNm0DpvuYEwHLg4ukM13djj3L-RuaY_6pr9WXl7lY_FI4HnBysgQjdnG3WgVtSLMmstsbZYmkFl7liwFRRKelQtHs1Md_mSwm2TRkL__xMgNlRNezYy6t_55MnZg0QWUk6ZZxrLPoGzvfUYYLtV5jTwFJWMedF950M7mJzbvAAPp1rYHtXCl6G5MxFii0dSUR6a1mczLYSpZolFPmWgLW5YiWWrPWzya4sdR2Dhn3f0_zudubwM5E&sa=X&ved=2ahUKEwic1a257N-IAxWUBhAIHRSdNp8QtKgLegQIDxAB&biw=1366&bih=641&dpr=1#vhid=wti-7xWh73SH4M&vssid=mosaic,166464,2024-09-26T05:14:06.972997+05:00,2024-09-26T05:14:24.570408+05:00,text/html
C:\Users\Ученик-15\Documents\moj-dom-moya-rodina (1).html,https://www.google.com/search?sca_esv=4e0a2782dc01dd0c&q=%D0%BC%D0%BE%D1%8F+%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0&udm=2&fbs=AEQNm0DpvuYEwHLg4ukM13djj3L-RuaY_6pr9WXl7lY_FI4HnBysgQjdnG3WgVtSLMmstsbZYmkFl7liwFRRKelQtHs1Md_mSwm2TRkL__xMgNlRNezYy6t_55MnZg0QWUk6ZZxrLPoGzvfUYYLtV5jTwFJWMedF950M7mJzbvAAPp1rYHtXCl6G5MxFii0dSUR6a1mczLYSpZolFPmWgLW5YiWWrPWzya4sdR2Dhn3f0_zudubwM5E&sa=X&ved=2ahUKEwic1a257N-IAxWUBhAIHRSdNp8QtKgLegQIDxAB&biw=1366&bih=641&dpr=1#vhid=wti-7xWh73SH4M&vssid=mosaic,165838,2024-09-26T05:13:08.016059+05:00,2024-09-26T05:13:22.200488+05:00,text/html
C:\Users\Ученик-15\Downloads\car-turn-signals_m1s1lseo.mp3,https://zvukipro.com/transport/531-zvuki-legkovogo-avtomobilja.html,155258,2024-02-19T11:14:18.749642+05:00,2024-02-19T11:14:19.752904+05:00,audio/mpeg
C:\Users\Ученик-15\Downloads\иии.jpg,https://www.google.com/search?q=%D0%B1%D0%B0%D0%B9%D1%82%D0%B5%D1%80%D0%B5%D0%BA+%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F&sca_esv=7a62721d04cc7873&udm=2&biw=1366&bih=600&ei=bDozZ5aHK6OGwPAPg9zwqAg&oq=%D0%B1%D0%B0%D0%B9%D1%82%D0%B5%D1%80%D0%B5%D0%BA+%D0%B8%D0%BD&gs_lp=EgNpbWciFdCx0LDQudGC0LXRgNC10Log0LjQvSoCCAEyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESMUwUO4RWLsccAF4AJABAJgBgwGgAcUCqgEDMi4xuAEByAEA-AEBmAIEoALeAsICDRAAGIAEGLEDGEMYigXCAgoQABiABBhDGIoFwgIOEAAYgAQYsQMYgwEYigXCAgYQABgHGB6YAwCIBgGSBwMxLjOgB4IV&sclient=img#vhid=oYn7ETm-3CO-BM&vssid=mosaic,141549,2024-11-12T11:22:46.422766+05:00,2024-11-12T11:22:57.39742+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\S0tSQj4Xq0ink-Fqk5wvibPS7I2fJ2YtYoIpn_JwTTc=.jpg,https://www.google.com/search?sca_esv=658059ba84023065&q=%D0%B4%D0%B8%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D1%80&udm=2&fbs=AEQNm0DeRu8nq6zo5eFbBUZ1pIamNJRsMJHE9AHhH_07F561nHCD0LDgVSnSETEGYCkCWegNi8yjMOQBGgI8DgYIdUMkFN60nVF_MWkSc9Qx-arxyt_ACnp8prP1Wb6slj071CBG8d36RdX1ycgftn9dBYnuKDnyf57oO4WlocjT00BaHFd46V4spC5F448fcmd11-PSEzArmafFqxTwx0bVA7d1YJoMEH-QXOMZBtEvkjNBAtIgteQ&sa=X&ved=2ahUKEwiwn4fX2s6IAxWoDRAIHYUbBKEQtKgLegQIEhAB&biw=763&bih=649&dpr=1#vhid=W56PLqxgYx4azM&vssid=mosaic,116386,2024-09-19T09:37:28.668729+05:00,2024-09-19T09:37:32.072498+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\290de7137990cbc9.jpeg,https://www.google.com/search?q=%D1%82%D0%B0%D1%80%D0%B0%D0%B7+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=de8efa94a8e5fbd0&udm=2&biw=1366&bih=641&ei=7x3sZsyUJZ3DwPAP6Kiy4AQ&oq=%D1%82%D0%B0%D1%80%D0%B0%D0%B7&gs_lp=Egxnd3Mtd2l6LXNlcnAiCtGC0LDRgNCw0LcqAggAMgoQABiABBhDGIoFMg0QABiABBixAxhDGIoFMgUQABiABDIKEAAYgAQYQxiKBTIKEAAYgAQYQxiKBTIKEAAYgAQYQxiKBTIFEAAYgAQyChAAGIAEGEMYigUyBRAAGIAEMgUQABiABEiMY1C1DljTSnABeACQAQCYAWigAfMDqgEDMi4zuAEByAEA-AEBmAIFoAKQBKgCAMICCxAAGIAEGLEDGIMBwgIIEAAYgAQYsQPCAg4QABiABBixAxiDARiKBZgDA5IHAzAuNaAHrR4&sclient=gws-wiz-serp#vhid=OnSYqdsy-Q2B4M&vssid=mosaic,109064,2024-09-19T12:50:54.418219+05:00,2024-09-19T12:51:00.755726+05:00,image/jpeg
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\вода источник жизни.jpg,https://www.google.com/search?sca_esv=1fd21f177eb912ee&q=%D0%92%D0%BE%D0%B4%D0%B0+%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA+%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8+%D1%80%D0%B8%D1%81%D1%83%D0%BD%D0%BE%D0%BA&uds=AMwkrPsBUmP9unmFmWi6_BS7B7mxjTgsq6BC8fbcneSqB8XDc8H2ju6GlFH-Kw811gzWQIWRnoMhHsWwD7s0dMKxjOnWbZI9VchyW05S4HPs-QcGXGARouunx8ihFTA8b6ZPNMrwwo1D8M2ZjUirdol5WDHn1GMr84XMVZkDFszQ0rc76vO5GHz-OZ6FUSKXtFhhcPUl8ypQHCwiPXxQ6XhRINkBXZC3KqmPafVrLrGu5WoGPq0kxAZBNiC1hj_IunnJ2VBM28NYF8tCxE6QWSiF4XZY1YEG-PnTL1Y8wOnbtbtHKCPkFLWmWHiLGwN8QhZuYlEdbHZi9APLxSVHIIdx2hGpZML9IiTssYelJerEoopk4IAz647VLYbPz7Y48we2lb0iLyGo&udm=2&prmd=ivsnbmtz&sa=X&ved=2ahUKEwjS58_eoLWFAxXsJxAIHXCjB_QQtKgLegQIDhAB&biw=1366&bih=641&dpr=1#vhid=r_i-pWIkoxbRbM&vssid=mosaic,106417,2024-04-09T13:39:38.920885+05:00,2024-04-09T13:40:20.008836+05:00,image/jpeg
C:\Users\Ученик-15\Documents\Новая папка\94535-risunok-po-ohrane-prirody.html,https://www.google.com/search?q=%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%B0%D1%8E%D1%89%D0%B0%D1%8F+%D1%81%D1%80%D0%B5%D0%B4%D0%B0+%D0%BF%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%82&tbm=isch&ved=2ahUKEwiduMyrlIqEAxXzFRAIHbNXC44Q2-cCegQIABAA&oq=%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%B0%D1%8E%D1%89%D0%B0%D1%8F+%D1%81%D1%80%D0%B5%D0%B4%D0%B0+%D0%BF%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D1%82&gs_lcp=CgNpbWcQA1CfC1j-IGD8I2gAcAB4AIABAIgBAJIBAJgBAKABAaoBC2d3cy13aXotaW1nwAEB&sclient=img&ei=v5C7Zd3cMvOrwPAPs6-t8Ag&prmd=ivsnbmtz#imgrc=BhtdVG-0LCUZ3M,99205,2024-02-01T12:40:37.471683+05:00,2024-02-01T12:41:50.364001+05:00,text/html
C:\Users\Ученик-15\Downloads\389fee95eef7ece159dccf16c05b72a5.jpeg,https://www.google.com/search?q=%D0%BA%D0%BE%D0%BD%D0%B0%D0%B5%D0%B2+%D0%B3%D0%BE%D1%80%D0%BE%D0%B4+%D1%84%D0%BE%D1%82%D0%BE&oq=%D0%BA%D0%BE%D0%BD%D0%B0%D0%B5%D0%B2+%D0%B3%D0%BE%D1%80%D0%BE%D0%B4+%D1%84%D0%BE%D1%82%D0%BE&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgKGIAEMgoIAhAAGIAEGKIEMgoIAxAAGIAEGKIEMgoIBBAAGIAEGKIEMgoIBRAAGIAEGKIE0gEJNjUyNGowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8#vhid=mr0yM6L8otyprM&vssid=l,97346,2024-09-19T12:11:53.901997+05:00,2024-09-19T12:11:59.252902+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\Без названия.htm,https://www.google.com/search?sca_esv=658059ba84023065&q=%D0%B0%D1%81%D1%82%D0%B0%D0%BD%D0%B0&udm=2&fbs=AEQNm0ASTk_ENKU08fiSGJkIoyDx482RYqi9poZPzBXmAhT39qAQfyoiIIBXqmtfqk2LMkGAuHq3S-IRVWrindP69I0vy4xJYtPVJXKAeLUhZfHO7cSZdI0Hy-CI7p6Ti4z4wsKhPvOgSa_i2Wqhn9-JBPNtCuUsjblCCrjewrKN4x0yIR_gxZnyAqBFaWj4AbEOrnGpCGLrIoVrtczPNeKCCgTJhqG5yMXKw8OmCNBPk5_vm2kbIvY&sa=X&ved=2ahUKEwjf_M3-1c6IAxW3GRAIHU0GGB4QtKgLegQIERAB&biw=1366&bih=641&dpr=1#vhid=dzcTb-AijLgJwM&vssid=mosaic,97217,2024-09-19T09:17:36.992172+05:00,2024-09-19T09:17:50.178974+05:00,text/html
C:\Users\Ученик-15\Downloads\efc6c917d870eb32d142eae1a20ce037.jpg,https://www.google.com/search?q=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=de8efa94a8e5fbd0&ei=tijsZvOuCYqzwPAPsuPkmQw&oq=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiHNC60LDRgNGC0LAg0LrQsNC30LAg0YTQvtGC0L4qAggAMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMggQABgFGAcYHjIIEAAYBRgHGB4yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYogQYiQVI_MIBUI4fWJuDAXABeAGQAQCYAYsBoAHaDqoBBDAuMTa4AQHIAQD4AQGYAhGgAtgPwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAg4QABiwAxjkAhjWBNgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAhkQLhiABBiwAxhDGMcBGMgDGIoFGK8B2AEBwgIKEAAYgAQYQxiKBcICDBAAGIAEGEMYigUYCsICDRAAGIAEGLEDGEMYigXCAgcQABiABBgNwgIIEAAYBxgIGB6YAwCIBgGQBhG6BgYIARABGAmSBwQxLjE2oAfqdA&sclient=gws-wiz-serp#vhid=t70LtkypL0Pe4M&vssid=l,96598,2024-09-19T13:40:19.927311+05:00,2024-09-19T13:40:39.88667+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\карта казахстана.jpg,https://www.google.com/search?q=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=de8efa94a8e5fbd0&ei=tijsZvOuCYqzwPAPsuPkmQw&oq=%D0%BA%D0%B0%D1%80%D1%82%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0+%D1%84%D0%BE%D1%82%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiHNC60LDRgNGC0LAg0LrQsNC30LAg0YTQvtGC0L4qAggAMgYQABgHGB4yBhAAGAcYHjIGEAAYBxgeMggQABgFGAcYHjIIEAAYBRgHGB4yCBAAGIAEGKIEMggQABiABBiiBDIIEAAYogQYiQVI_MIBUI4fWJuDAXABeAGQAQCYAYsBoAHaDqoBBDAuMTa4AQHIAQD4AQGYAhGgAtgPwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAg4QABiwAxjkAhjWBNgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAhkQLhiABBiwAxhDGMcBGMgDGIoFGK8B2AEBwgIKEAAYgAQYQxiKBcICDBAAGIAEGEMYigUYCsICDRAAGIAEGLEDGEMYigXCAgcQABiABBgNwgIIEAAYBxgIGB6YAwCIBgGQBhG6BgYIARABGAmSBwQxLjE2oAfqdA&sclient=gws-wiz-serp#vhid=t70LtkypL0Pe4M&vssid=l,96598,2024-09-19T13:37:08.284734+05:00,2024-09-19T13:38:25.48184+05:00,image/jpeg
C:\Users\Ученик-15\Documents\freedexpano_2_3_5\plugins\майн.jpg,https://www.kt.kz/rus/culture/8_-_-_1377947547.html,95860,2024-03-06T11:29:38.074942+05:00,2024-03-06T11:29:47.002829+05:00,image/jpeg
C:\Users\Ученик-15\Pictures\moya-rodina-kazahstan.jpg,https://www.google.com/search?q=%D0%BC%D0%BE%D1%8F+%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0+%D0%BA%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD&sca_esv=4e0a2782dc01dd0c&udm=2&biw=1366&bih=641&ei=Ie_0ZpWmC962wPAPhvbHsQY&oq=%D0%BC%D0%BE%D1%8F+%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0&gs_lp=Egxnd3Mtd2l6LXNlcnAiE9C80L7RjyDRgNC-0LTQuNC90LAqAggBMgoQABiABBhDGIoFMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIKEAAYgAQYQxiKBTIKEAAYgAQYQxiKBTIFEAAYgAQyBRAAGIAEMgUQABiABEjUE1AAWABwAXgAkAEAmAEAoAEAqgEAuAEByAEAmAIBoAIImAMAiAYBkgcBMaAHAA&sclient=gws-wiz-serp#vhid=8hWFJwW5gajyIM&vssid=mosaic,93090,2024-09-26T05:23:12.928632+05:00,2024-09-26T05:23:23.845221+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\0_3861746a5d24d70fc18a0364104349898831c2ca.webp,https://www.google.com/search?sca_esv=69fb379725caa853&sca_upv=1&q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&udm=2&fbs=AEQNm0Ccd8v_pAFtqbsXqQhTSUJjLECeyGbVdpKEfosLXaDZkCe2nQWgj_LOC_lMua_wUo53HmC79o_MNsf9vY-71AWm3JIhE5JZQhdGV3x7hmBx_6ysSCz1tBZGg7mYlMSiVF3YmArbdjY3J3b_4J5h9lsCme-CNPZHuiv-h8duS82MNiNxBBadxvJVpoCP5W4tnOr7nikQMCPR4YoJ-UZ7b8ehgFmq8CTzQUIa7togqb0weqygSV8&sa=X&ved=2ahUKEwiQ88SG9smIAxXbHRAIHXuEFUQQtKgLegQIERAB&biw=1366&bih=641&dpr=1#vhid=7r_j8J5bS5bZgM&vssid=mosaic,85652,2024-09-17T11:58:10.860686+05:00,2024-09-17T11:58:15.846741+05:00,image/webp
C:\Users\Ученик-15\Downloads\АЛМАТЫ.webp,https://www.google.com/search?sca_esv=69fb379725caa853&sca_upv=1&q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&udm=2&fbs=AEQNm0Ccd8v_pAFtqbsXqQhTSUJjLECeyGbVdpKEfosLXaDZkCe2nQWgj_LOC_lMua_wUo53HmC79o_MNsf9vY-71AWm3JIhE5JZQhdGV3x7hmBx_6ysSCz1tBZGg7mYlMSiVF3YmArbdjY3J3b_4J5h9lsCme-CNPZHuiv-h8duS82MNiNxBBadxvJVpoCP5W4tnOr7nikQMCPR4YoJ-UZ7b8ehgFmq8CTzQUIa7togqb0weqygSV8&sa=X&ved=2ahUKEwiQ88SG9smIAxXbHRAIHXuEFUQQtKgLegQIERAB&biw=1366&bih=641&dpr=1#vhid=7r_j8J5bS5bZgM&vssid=mosaic,85652,2024-09-17T11:59:35.907791+05:00,2024-09-17T11:59:55.745344+05:00,image/webp
C:\Users\Ученик-15\Downloads\nu-pogodi-souyzmultfilm.jpg,https://www.google.com/search?sca_esv=8f14c8c94b33adc6&q=%D0%BD%D1%83+%D0%BF%D0%BE%D0%B3%D0%BE%D0%B4%D0%B8&uds=AMwkrPtD_Ut96VkJVorlGS6vgSCqz42a4TVdYXyd1rHTlCQjH0NEKtneELGrMtXlsdBaGTeJzbyQP1BDJwOYpDSSjRh5jCdpvQVBTrFS-uH66dDk4oW8WD3ApIzy02w-avNNvepojnY79BzIulrjzuB1I7ETkOOTH-NtyovdT3U9oKcPUsfY8C6jSalrtf3kGKyEhcDaFEmjHl-rZrRsWejIaTKjTFaV-aEvwRAigWYuish2xb1SG6oB1mkSoh7j22PPjgzk_OQF8xwBUCoOxOeuxWBi1CNJyFaP3JZnnFwhfOHBPDrzahBl8929pXiiBqvHggLbYCeO0LJ6jgn8O64kf2C7ANVjUg&udm=2&prmd=ivsnmbtz&sa=X&ved=2ahUKEwjn2IWX6-6FAxUeLRAIHY1ZDgEQtKgLegQIEBAB&biw=820&bih=588&dpr=1#vhid=ll_LMcAf-HhkCM&vssid=mosaic,75795,2024-05-02T11:15:18.003067+05:00,2024-05-02T11:15:26.555081+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\вода.avif,https://rus.azattyq.org/a/32725035.html,63783,2024-04-16T13:52:30.108444+05:00,2024-04-16T13:52:40.647618+05:00,image/avif
C:\Users\Ученик-15\Downloads\caption (1).jpg,https://www.google.com/search?q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%84%D0%BE%D1%82%D0%BE&oq=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&gs_lcrp=EgZjaHJvbWUqBggCEEUYOzIGCAAQRRg7MgoIARAuGLEDGIAEMgYIAhBFGDsyEwgDEC4YgwEYxwEYsQMY0QMYgAQyCggEEC4YsQMYgAQyCggFEAAYsQMYgAQyDQgGEAAYgwEYsQMYgAQyCggHEAAYsQMYgAQyEwgIEC4YgwEYrwEYxwEYsQMYgATSAQoyNDQ2MmowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8#vhid=J7mHgI8cySTnAM&vssid=l,63063,2024-09-19T13:59:29.159324+05:00,2024-09-19T13:59:34.238174+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\caption (2).jpg,https://www.google.com/search?q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%84%D0%BE%D1%82%D0%BE&oq=&gs_lcrp=EgZjaHJvbWUqCQgBEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQkyMDYwajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8#vhid=J7mHgI8cySTnAM&vssid=l,63063,2024-09-19T14:01:08.782339+05:00,2024-09-19T14:01:14.613605+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\caption.jpg,https://www.google.com/search?q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%84%D0%BE%D1%82%D0%BE&sca_esv=426d1894efaa3de5&ei=ExTsZvKCFvXCwPAP1_rd-QY&ved=0ahUKEwiy2NGq_M6IAxV1IRAIHVd9N28Q4dUDCA8&uact=5&oq=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B+%D1%84%D0%BE%D1%82%D0%BE&gs_lp=Egxnd3Mtd2l6LXNlcnAiFdCw0LvQvNCw0YLRiyDRhNC-0YLQvjIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARI4jJQiAlYmi5wAXgBkAEAmAF1oAGnBKoBAzAuNbgBA8gBAPgBAZgCBqAC1ATCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgITEC4YgAQYsAMYQxjIAxiKBdgBAcICDRAAGIAEGLEDGEMYigXCAgoQABiABBhDGIoFwgIIEAAYgAQYsQPCAgsQABiABBixAxiDAcICERAuGIAEGLEDGIMBGMcBGK8BwgIIEC4YgAQYsQPCAgUQLhiABMICCxAuGIAEGMcBGK8BmAMAiAYBkAYTugYGCAEQARgJkgcDMS41oAf8KA&sclient=gws-wiz-serp#vhid=J7mHgI8cySTnAM&vssid=l,63063,2024-09-19T12:08:15.752171+05:00,2024-09-19T12:08:21.629362+05:00,image/jpeg
C:\Users\Ученик-15\Downloads\алматы,https://www.google.com/search?sca_esv=69fb379725caa853&sca_upv=1&q=%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D1%8B&udm=2&fbs=AEQNm0Ccd8v_pAFtqbsXqQhTSUJjLECeyGbVdpKEfosLXaDZkCe2nQWgj_LOC_lMua_wUo53HmC79o_MNsf9vY-71AWm3JIhE5JZQhdGV3x7hmBx_6ysSCz1tBZGg7mYlMSiVF3YmArbdjY3J3b_4J5h9lsCme-CNPZHuiv-h8duS82MNiNxBBadxvJVpoCP5W4tnOr7nikQMCPR4YoJ-UZ7b8ehgFmq8CTzQUIa7togqb0weqygSV8&sa=X&ved=2ahUKEwio-8jD-smIAxUHJBAIHdKiKXwQtKgLegQIEBAB&biw=1366&bih=641&dpr=1#vhid=J7mHgI8cySTnAM&vssid=mosaic,63063,2024-09-17T12:17:19.517843+05:00,2024-09-17T12:17:54.390964+05:00,image/jpeg
